,caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
2109,2394813,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,Metro,South,West-South Central,Rented for cash,0,0,0,0,4,Not working - retired,Yes,201305.0,Yes,200903.0,More than once a week
2110,2395381,qualified for wave 4,Active,Yes,On-line,2.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,1,2,0,2,Working - as a paid employee,Yes,201207.0,Yes,200905.0,Once a week
2111,2396475,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"Black, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$40,000 to $49,999",Never married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,201007.0,No,200903.0,Once a week
2112,2397281,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,slightly attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
2113,2398492,qualified for wave 4,Active,Yes,On-line,5.0,201303.0,same-sex couple,2011.0,May,Unmarried partners,2.0,2.0,No,Yes,,,Fair,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201305.0,Yes,200905.0,Once or twice a month
2114,2401544,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"Black, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$7,500 to $9,999",Separated,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,No,200904.0,No,200903.0,Once a year or less
2115,2402351,qualified for wave 4,Active,Yes,On-line,0.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Fair,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,1,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a year or less
2116,2403491,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2010.0,March,Married,3.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"Other, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a year or less
2117,2404445,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$15,000 to $19,999",Separated,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,No,200905.0,No,200902.0,Once a year or less
2118,2405331,qualified for wave 4,Withdrawn,Yes,On-line,3.0,201304.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,1,1,0,0,2,Working - self-employed,Yes,201305.0,Yes,200902.0,More than once a week
2119,2406541,qualified for wave 4,Active,Yes,On-line,4.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,201305.0,Yes,200902.0,Once a week
2120,2408506,qualified for wave 4,Active,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",No,3,A one-family house detached from any other house,"$7,500 to $9,999",Separated,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - self-employed,Yes,201108.0,No,200904.0,A few times a year
2121,2409671,qualified for wave 4,Retired,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,200904.0,No,200903.0,Once or twice a month
2122,2411356,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Living with partner,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201306.0,Yes,200903.0,Once a week
2123,2412491,qualified for wave 4,Retired,Yes,On-line,3.0,201310.0,different sex couple,2011.0,June,Married,2.0,2.0,No,No,yes,yes,Excellent,very attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,200904.0,No,200903.0,Never
2124,2413411,qualified for wave 4,Do not call,No,,,,different sex couple,2009.0,February,Married,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a year or less
2125,2414511,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009.0,February,Married,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,11th grade,Less than high school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,200801.0,No,200902.0,Once a week
2126,2416571,qualified for wave 4,Withdrawn,Yes,On-line,0.0,201304.0,different sex couple,2009.0,February,Married,4.0,2.0,No,No,no,,,,,Refused,,,,,,,,,,,,,,,,,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house attached to one or more houses,"$125,000 to $149,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,200710.0,No,200903.0,
2127,2418245,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,4,A one-family house attached to one or more houses,"$25,000 to $29,999",Never married,Metro,Northeast,New England,Rented for cash,0,0,0,0,4,Working - as a paid employee,Yes,200905.0,No,200906.0,A few times a year
2128,2419605,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Never married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - looking for work,No,201305.0,Yes,200903.0,Once or twice a month
2129,2420475,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",No,2,A building with 2 or more apartments,"$100,000 to $124,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,200904.0,No,200903.0,
2130,2421673,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A mobile home,"$15,000 to $19,999",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,201002.0,No,200903.0,Never
2131,2422533,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Divorced,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200903.0,Once a year or less
2132,2423613,unqualified for wave 4,,,,,,different sex couple,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"Less than $5,000",Divorced,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305.0,Yes,200903.0,A few times a year
2133,2425596,qualified for wave 4,Retired,No,,,,different sex couple,2009.0,February,Unmarried partners,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,No,200904.0,No,200903.0,
2134,2427431,qualified for wave 4,Active,Yes,On-line,0.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,very attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,West,Mountain,Rented for cash,0,0,0,0,2,Working - self-employed,Yes,201305.0,Yes,200903.0,
2135,2428344,unqualified for wave 4,,,,,,different sex couple,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,Hispanic,No,1,A building with 2 or more apartments,"$20,000 to $24,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200903.0,
2136,2429371,qualified for wave 4,Withdrawn,Yes,On-line,4.0,201304.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,very attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,1,0,0,0,2,Not working - disabled,Yes,201309.0,Yes,200903.0,Once a year or less
2137,2430446,qualified for wave 4,Active,Yes,On-line,5.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,Yes,,,Good,very attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$35,000 to $39,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,201305.0,Yes,200902.0,Never
2138,2431491,qualified for wave 4,Retired,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",No,3,A building with 2 or more apartments,"$40,000 to $49,999",Married,Metro,South,East-South Central,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,200710.0,No,200903.0,
2139,2432195,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,6,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,West,Mountain,Rented for cash,0,0,1,0,5,Not working - other,Yes,201107.0,No,200907.0,Once a week
2140,2433651,qualified for wave 4,Do not call,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",11th grade,Less than high school,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - disabled,No,201107.0,No,200903.0,More than once a week
2141,2434421,qualified for wave 4,Withdrawn,Yes,On-line,6.0,201303.0,different sex couple,2011.0,May,Married,2.0,2.0,No,No,yes,yes,Excellent,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201107.0,No,200903.0,Once a year or less
2142,2435561,qualified for wave 4,Do not call,No,,,,different sex couple,2009.0,February,Married,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"Other, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200903.0,Never
2143,2436532,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Widowed,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,Yes,201107.0,No,201005.0,A few times a year
2144,2437651,qualified for wave 4,Retired,Yes,Telephone,,201311.0,different sex couple,2011.0,June,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200902.0,Once a week
2145,2438411,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009.0,February,Married,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,2,2,2,Not working - disabled,Yes,200712.0,No,200903.0,
2146,2439205,qualified for wave 4,Active,Yes,On-line,2.0,201303.0,different sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,No,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2012.0,,,broke up,"broke up at wave 2, 3, or 4",12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,3,Not working - other,No,201305.0,Yes,200902.0,Once a year or less
2147,2440651,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",7th or 8th grade,Less than high school,"White, Non-Hispanic",Yes,7,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Occupied without payment of cash rent,0,0,0,2,5,Not working - retired,Yes,201107.0,No,200903.0,Never
2148,2441515,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,200904.0,No,200904.0,Once a year or less
2149,2442581,qualified for wave 4,Retired,No,,,,different sex couple,2011.0,June,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - self-employed,Yes,200904.0,No,200903.0,More than once a week
2150,2443653,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,200710.0,No,200902.0,Once a week
2151,2445575,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - on temporary layoff from a job,Yes,200809.0,No,200811.0,
2152,2448445,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,201305.0,Yes,200903.0,A few times a year
2153,2449225,qualified for wave 4,Active,Yes,On-line,2.0,201303.0,different sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,No,,,,very attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2012.0,August,,broke up,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,7,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,1,5,Working - as a paid employee,Yes,201305.0,Yes,200902.0,More than once a week
2154,2451281,qualified for wave 4,Do not call,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,More than once a week
2155,2453455,qualified for wave 4,Active,Yes,On-line,1.0,201304.0,same-sex couple,2011.0,April,Married,2.0,2.0,No,Yes,yes,no,Good,slightly attractive,very attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201207.0,Yes,,
2156,2457561,qualified for wave 4,Retired,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Never
2157,2459583,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$125,000 to $149,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200905.0,Never
2158,2460536,qualified for wave 4,Active,Yes,On-line,3.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Never
2159,2461521,qualified for wave 4,Withdrawn,Yes,On-line,6.0,201304.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201107.0,No,200903.0,A few times a year
2160,2462533,qualified for wave 4,Do not call,No,,,,different sex couple,2011.0,April,Unmarried partners,2.0,2.0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",12th grade NO DIPLOMA,Less than high school,"2+ Races, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$15,000 to $19,999",Living with partner,Non-Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Not working - disabled,Yes,201106.0,No,200903.0,A few times a year
2161,2463495,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"Black, Non-Hispanic",Yes,1,A mobile home,"$30,000 to $34,999",Never married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,200904.0,No,200903.0,
2162,2464481,qualified for wave 4,Withdrawn,Yes,On-line,1.0,201304.0,different sex couple,2011.0,May,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201309.0,Yes,200903.0,A few times a year
2163,2465606,qualified for wave 4,Active,Yes,On-line,14.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,Yes,,,Good,very attractive,very attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,201305.0,Yes,200903.0,A few times a year
2164,2466445,qualified for wave 4,Do not call,No,,,,different sex couple,2009.0,February,Unmarried partners,4.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$30,000 to $34,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200904.0,No,200903.0,A few times a year
2165,2468481,qualified for wave 4,Active,Yes,On-line,2.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"Black, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$175,000 or more",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a week
