,caseid_new,w5_duration,w5_source,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5x_civmonth,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
2145,2438411,,,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,6,A one-family house detached from any other house,"$30,000 to $34,999",Married,200712.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,2,2,2,Not working - disabled,Yes,,,,,,,,,,,,,Married,200712.0
2146,2439205,,,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,26,25-34,18-29,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201305.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,2,Not working - looking for work,No,,,Never married,201305.0,Never married,201207.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Never married,200711.0
2147,2440651,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,71,65-74,60+,7th or 8th grade,Less than high school,"White, Non-Hispanic",Male,1,7,A one-family house detached from any other house,"$40,000 to $49,999",Married,201107.0,No,Metro,Northeast,Mid-Atlantic,Occupied without payment,0,0,0,1,6,Not working - retired,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200906.0,Married,200710.0
2148,2441515,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$20,000 to $24,999",Never married,200904.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,No,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2149,2442581,,phone,wave 5 completed,Retired,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,June,2009.0,February,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes,63,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$50,000 to $59,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,5,Working - self-employed,Yes,,,,,,,,,,,Married,200904.0,Married,200712.0
2150,2443653,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,200710.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - disabled,Yes,,,,,,,,,,,,,Divorced,200710.0
2151,2445575,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,200809.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - on temporary layoff from a job,Yes,,,,,,,,,,,,,Never married,200809.0
2152,2448445,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$40,000 to $49,999",Never married,201406.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,No,Never married,201406.0,Never married,201305.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
2153,2449225,,,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,25,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$50,000 to $59,999",Never married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,2,3,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200905.0,Never married,200710.0
2154,2451281,,,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,0,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,1,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
2155,2453455,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,yes,no,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,51,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,201207.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,,,Never married,201207.0,,,Never married,201008.0,Never married,200910.0,Never married,200901.0
2156,2457561,,,eligible but not completed,Retired,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,62,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
2157,2459583,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$125,000 to $149,999",Divorced,200905.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200905.0,Divorced,200711.0
2158,2460536,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,59,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,201405.0,Yes,non-Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Living with partner,200711.0
2159,2461521,1.0,online,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$175,000 or more",Married,201107.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200905.0,Married,200807.0
2160,2462533,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,3.0,2011.0,yes civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,59,55-64,45-59,12th grade NO DIPLOMA,Less than high school,"2+ Races, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$15,000 to $19,999",Living with partner,201106.0,No,non-Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Not working - disabled,Yes,,,,,,,Living with partner,201106.0,Living with partner,201009.0,Living with partner,200904.0,Divorced,200710.0
2161,2463495,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,55,55-64,45-59,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,1,1,A mobile home,"$30,000 to $34,999",Never married,200904.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2162,2464481,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,54,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,201405.0,Yes,non-Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201309.0,,,,,,,Married,200904.0,Married,200711.0
2163,2465606,2.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,yes,no,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,66,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Living with partner,200710.0
2164,2466445,,,eligible but not completed,Do not call,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$30,000 to $34,999",Never married,200904.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2165,2468481,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes,54,45-54,45-59,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"Less than $5,000",Married,201404.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,4,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2166,2469285,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,0,2,A building with 2 or more apartments,"$100,000 to $124,999",Never married,201307.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Never married,201412.0,Never married,201307.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
2167,2470335,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,39,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Never married,200904.0,Never married,200711.0
2168,2471586,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,3.0,2011.0,yes civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,201106.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,Living with partner,201106.0,Living with partner,201005.0,Living with partner,200905.0,Living with partner,200711.0
2169,2472495,27.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Refused,Refused,heterosexual or straight,,,,,,yes,no,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,54,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,0,3,A building with 2 or more apartments,"$20,000 to $24,999",Never married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,No,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201106.0,Never married,201007.0,Never married,200905.0,Never married,200710.0
2170,2473591,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,65,65-74,60+,Associate degree,Some college,"Black, Non-Hispanic",Female,1,2,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,201107.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,No,,,,,,,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
2171,2475455,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,200904.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,No,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2172,2476633,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$35,000 to $39,999",Divorced,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,Divorced,201405.0,Divorced,201305.0,Divorced,201206.0,Divorced,201107.0,Divorced,201008.0,Divorced,200904.0,Divorced,200711.0
2173,2477722,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,75+,60+,7th or 8th grade,Less than high school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$15,000 to $19,999",Widowed,201008.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - other,No,,,,,,,,,Widowed,201008.0,Widowed,200905.0,Widowed,200710.0
2174,2478401,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,201007.0,No,non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,1,2,2,Working - as a paid employee,Yes,,,,,,,,,Married,201007.0,Married,200904.0,Married,200710.0
2175,2479313,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,37,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,3,A building with 2 or more apartments,"$85,000 to $99,999",Married,201107.0,No,Metro,South,West-South Central,rented for cash,0,0,0,1,2,Working - as a paid employee,Yes,,,,,,,Married,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200805.0
2176,2480586,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,3.0,2011.0,no civil union or DP prior to wave 5,April,2011.0,April,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,64,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$175,000 or more",Living with partner,201107.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200905.0,Living with partner,200806.0
2177,2482586,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,4.0,2010.0,no civil union or DP prior to wave 5,March,2010.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,64,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,201007.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,Never married,201007.0,Never married,200904.0,Living with partner,200711.0
2178,2483563,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,4.0,2010.0,yes civil union or DP prior to wave 5,June,2010.0,June,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,200905.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Living with partner,200905.0,,
2179,2484525,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$125,000 to $149,999",Never married,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
2180,2485465,7.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,,,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,no,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201503.0,still together at w5 or some follow-up w/o breakup,Yes,52,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$20,000 to $24,999",Never married,201406.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - other,No,Never married,201406.0,Never married,201402.0,Never married,201206.0,Never married,201108.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
2181,2486245,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,30,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,201207.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,4,Working - as a paid employee,Yes,,,,,Married,201207.0,Married,201106.0,Living with partner,201007.0,Living with partner,200904.0,Never married,200710.0
2182,2487583,1.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,201405.0,Yes,Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Divorced,201405.0,Divorced,201307.0,Divorced,201206.0,Divorced,201106.0,Living with partner,201007.0,Divorced,200905.0,Divorced,200710.0
2183,2488453,6.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,May,2013.0,May,,,Refused,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,no,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201503.0,still together at w5 or some follow-up w/o breakup,Yes,51,45-54,45-59,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$15,000 to $19,999",Divorced,201303.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,,,,,Divorced,201303.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200710.0
2184,2489561,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,May,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,62,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$100,000 to $124,999",Married,200904.0,No,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,,,,,,,,,,,Married,200904.0,Married,200712.0
2185,2490501,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,56,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200710.0
2186,2491261,,,eligible but not completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,32,25-34,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,201305.0,No,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,2,0,2,Not working - other,Yes,,,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
2187,2492401,,,eligible but not completed,Do not call,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,201405.0,Yes,Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,2,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200804.0
2188,2494291,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Refused,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,35,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,201405.0,Yes,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,2,0,2,Not working - on temporary layoff from a job,Yes,Married,201405.0,Married,201309.0,,,,,,,Married,200904.0,Married,200710.0
