caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,relationship_quality,attractive_self,attractive_partner,breakup_year_combo,breakup_month_combo,got_married?_new
3429421,3429421_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3431211,3431211_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3432215,3432215_4,qualified,no,,,,,,,,,,
3433475,3433475_4,disqualified,,,,,,,,,,,
3434741,3434741_4,qualified,yes,201311.0,still together,,,4.0,slightly attractive,very attractive,,,
3435511,3435511_4,qualified,no,,,,,,,,,,
3436321,3436321_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3437541,3437541_4,disqualified,,,,,,,,,,,
3438563,3438563_4,disqualified,,,,,,,,,,,
3439471,3439471_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
3443611,3443611_4,qualified,no,,,,,,,,,,
3444456,3444456_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,no
3445416,3445416_4,qualified,no,,,,,,,,,,
3446513,3446513_4,disqualified,,,,,,,,,,,
3447315,3447315_4,disqualified,,,,,,,,,,,
3448495,3448495_4,disqualified,,,,,,,,,,,
3450311,3450311_4,qualified,no,,,,,,,,,,
3451603,3451603_4,disqualified,,,,,,,,,,,
3453341,3453341_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3454546,3454546_4,qualified,no,,,,,,,,,,
3456433,3456433_4,disqualified,,,,,,,,,,,
3458581,3458581_4,qualified,no,,,,,,,,,,
3459782,3459782_4,disqualified,,,,,,,,,,,
3460195,3460195_4,qualified,no,,,,,,,,,,
3461275,3461275_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,not at all attractive,,,no
3462371,3462371_4,qualified,yes,201304.0,broke up,,,,moderately attractive,,2010.0,June,
3463653,3463653_4,disqualified,,,,,,,,,,,
3464376,3464376_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3466445,3466445_4,disqualified,,,,,,,,,,,
3467683,3467683_4,disqualified,,,,,,,,,,,
3468741,3468741_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
3469346,3469346_4,disqualified,,,,,,,,,,,
3471641,3471641_4,disqualified,,,,,,,,,,,
3472321,3472321_4,qualified,no,,,,,,,,,,
3473436,3473436_4,disqualified,,,,,,,,,,,
3475471,3475471_4,qualified,no,,,,,,,,,,
3476445,3476445_4,disqualified,,,,,,,,,,,
3477401,3477401_4,qualified,no,,,,,,,,,,
3478535,3478535_4,qualified,yes,201311.0,still together,,,5.0,very attractive,very attractive,,,
3479321,3479321_4,qualified,no,,,,,,,,,,
3480226,3480226_4,disqualified,,,,,,,,,,,
3482535,3482535_4,disqualified,,,,,,,,,,,
3483611,3483611_4,qualified,no,,,,,,,,,,
3484361,3484361_4,qualified,no,,,,,,,,,,
3485543,3485543_4,qualified,no,,,,,,,,,,
3486341,3486341_4,qualified,no,,,,,,,,,,
3487661,3487661_4,qualified,no,,,,,,,,,,
3488485,3488485_4,disqualified,,,,,,,,,,,
3489445,3489445_4,disqualified,,,,,,,,,,,
3490381,3490381_4,qualified,no,,,,,,,,,,
3491361,3491361_4,qualified,no,,,,,,,,,,
3492545,3492545_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,no
3494271,3494271_4,qualified,no,,,,,,,,,,
3496531,3496531_4,qualified,no,,,,,,,,,,
3497476,3497476_4,qualified,no,,,,,,,,,,
3498401,3498401_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3500381,3500381_4,qualified,no,,,,,,,,,,
3501661,3501661_4,qualified,no,,,,,,,,,,
3505551,3505551_4,qualified,no,,,,,,,,,,
3506651,3506651_4,qualified,no,,,,,,,,,,
3508351,3508351_4,qualified,yes,201305.0,still together,,,3.0,moderately attractive,moderately attractive,,,
3509291,3509291_4,qualified,no,,,,,,,,,,
3511271,3511271_4,qualified,no,,,,,,,,,,
3512195,3512195_4,qualified,no,,,,,,,,,,
3513671,3513671_4,disqualified,,,,,,,,,,,
3515561,3515561_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
3516641,3516641_4,qualified,no,,,,,,,,,,
3517255,3517255_4,disqualified,,,,,,,,,,,
3518553,3518553_4,disqualified,,,,,,,,,,,
3519475,3519475_4,disqualified,,,,,,,,,,,
3520375,3520375_4,disqualified,,,,,,,,,,,
3521541,3521541_4,qualified,yes,201305.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3522285,3522285_4,disqualified,,,,,,,,,,,
3524281,3524281_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3526335,3526335_4,disqualified,,,,,,,,,,,
3527275,3527275_4,disqualified,,,,,,,,,,,
3528551,3528551_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,slightly attractive,,,
3530391,3530391_4,qualified,no,,,,,,,,,,
3532465,3532465_4,qualified,no,,,,,,,,,,
3533493,3533493_4,disqualified,,,,,,,,,,,
3534692,3534692_4,disqualified,,,,,,,,,,,
3535676,3535676_4,qualified,yes,201303.0,still together,2011.0,June,5.0,not at all attractive,moderately attractive,,,yes
3536365,3536365_4,disqualified,,,,,,,,,,,
3537861,3537861_4,qualified,no,,,,,,,,,,
3538255,3538255_4,disqualified,,,,,,,,,,,
3539595,3539595_4,disqualified,,,,,,,,,,,
3540311,3540311_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3541521,3541521_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
3543225,3543225_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,very attractive,,,no
3545823,3545823_4,disqualified,,,,,,,,,,,
3547415,3547415_4,disqualified,,,,,,,,,,,
3548505,3548505_4,qualified,no,,,,,,,,,,
3549425,3549425_4,disqualified,,,,,,,,,,,
3550861,3550861_4,qualified,no,,,,,,,,,,
3551483,3551483_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3552321,3552321_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
3553445,3553445_4,qualified,no,,,,,,,,,,
3554671,3554671_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
3555205,3555205_4,disqualified,,,,,,,,,,,
3556205,3556205_4,disqualified,,,,,,,,,,,
3557522,3557522_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,very attractive,,,no
3558553,3558553_4,qualified,no,,,,,,,,,,
3559361,3559361_4,qualified,no,,,,,,,,,,
3561443,3561443_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
3562733,3562733_4,disqualified,,,,,,,,,,,
3563881,3563881_4,qualified,no,,,,,,,,,,
3564591,3564591_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
3565245,3565245_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3566493,3566493_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,May,
3568193,3568193_4,qualified,no,,,,,,,,,,
3569311,3569311_4,qualified,no,,,,,,,,,,
3570435,3570435_4,disqualified,,,,,,,,,,,
3571246,3571246_4,disqualified,,,,,,,,,,,
3572802,3572802_4,disqualified,,,,,,,,,,,
3573583,3573583_4,disqualified,,,,,,,,,,,
3574215,3574215_4,disqualified,,,,,,,,,,,
3575543,3575543_4,disqualified,,,,,,,,,,,
3576651,3576651_4,qualified,no,,,,,,,,,,
3577445,3577445_4,qualified,no,,,,,,,,,,
3579571,3579571_4,qualified,no,,,,,,,,,,
3581812,3581812_4,disqualified,,,,,,,,,,,
3582506,3582506_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3583571,3583571_4,qualified,no,,,,,,,,,,
3584485,3584485_4,disqualified,,,,,,,,,,,
3586365,3586365_4,disqualified,,,,,,,,,,,
3588486,3588486_4,qualified,no,,,,,,,,,,
3591375,3591375_4,qualified,no,,,,,,,,,,
3592266,3592266_4,disqualified,,,,,,,,,,,
3593355,3593355_4,qualified,no,,,,,,,,,,
3594441,3594441_4,qualified,no,,,,,,,,,,
3596326,3596326_4,qualified,no,,,,,,,,,,
3597495,3597495_4,disqualified,,,,,,,,,,,
3598491,3598491_4,qualified,yes,201303.0,still together,,,5.0,very attractive,moderately attractive,,,
3599411,3599411_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3600205,3600205_4,qualified,no,,,,,,,,,,
3601366,3601366_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,no
3602451,3602451_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
3603451,3603451_4,qualified,no,,,,,,,,,,
3604311,3604311_4,qualified,no,,,,,,,,,,
3605511,3605511_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
3606295,3606295_4,qualified,no,,,,,,,,,,
3607516,3607516_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
3608225,3608225_4,disqualified,,,,,,,,,,,
3609351,3609351_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3610311,3610311_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,
3611361,3611361_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
3613386,3613386_4,qualified,no,,,,,,,,,,
3615423,3615423_4,qualified,yes,201304.0,still together,2012.0,November,5.0,moderately attractive,moderately attractive,,,yes
3616701,3616701_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
3617411,3617411_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
3618561,3618561_4,qualified,no,,,,,,,,,,
3619411,3619411_4,qualified,yes,201303.0,still together,,,1.0,moderately attractive,moderately attractive,,,
3622666,3622666_4,qualified,yes,201303.0,still together,,,2.0,moderately attractive,slightly attractive,,,no
3623351,3623351_4,qualified,yes,201311.0,still together,,,5.0,very attractive,very attractive,,,
3624645,3624645_4,disqualified,,,,,,,,,,,
3625311,3625311_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3626301,3626301_4,qualified,no,,,,,,,,,,
3628296,3628296_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3629702,3629702_4,disqualified,,,,,,,,,,,
3630791,3630791_4,qualified,no,,,,,,,,,,
3631413,3631413_4,disqualified,,,,,,,,,,,
3632653,3632653_4,disqualified,,,,,,,,,,,
3633235,3633235_4,disqualified,,,,,,,,,,,
3634581,3634581_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3635255,3635255_4,disqualified,,,,,,,,,,,
3636603,3636603_4,disqualified,,,,,,,,,,,
3637543,3637543_4,disqualified,,,,,,,,,,,
3638371,3638371_4,disqualified,,,,,,,,,,,
3639315,3639315_4,qualified,no,,,,,,,,,,
3643584,3643584_4,qualified,no,,,,,,,,,,
3644396,3644396_4,qualified,no,,,,,,,,,,
3645255,3645255_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,no
3646495,3646495_4,qualified,no,,,,,,,,,,
3647521,3647521_4,qualified,no,,,,,,,,,,
3648792,3648792_4,disqualified,,,,,,,,,,,
3649511,3649511_4,qualified,no,,,,,,,,,,
3650431,3650431_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3651501,3651501_4,disqualified,,,,,,,,,,,
3653195,3653195_4,disqualified,,,,,,,,,,,
3657561,3657561_4,qualified,no,,,,,,,,,,
3658711,3658711_4,qualified,no,,,,,,,,,,
3659523,3659523_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,no
3660426,3660426_4,qualified,no,,,,,,,,,,
3661281,3661281_4,disqualified,,,,,,,,,,,
3662912,3662912_4,qualified,no,,,,,,,,,,
3663613,3663613_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3664623,3664623_4,disqualified,,,,,,,,,,,
3665205,3665205_4,disqualified,,,,,,,,,,,
3666235,3666235_4,disqualified,,,,,,,,,,,
3667552,3667552_4,disqualified,,,,,,,,,,,
3668296,3668296_4,qualified,no,,,,,,,,,,
3669296,3669296_4,disqualified,,,,,,,,,,,
3670235,3670235_4,disqualified,,,,,,,,,,,
3671501,3671501_4,qualified,no,,,,,,,,,,
3673441,3673441_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
3674446,3674446_4,qualified,no,,,,,,,,,,
3676534,3676534_4,disqualified,,,,,,,,,,,
3677603,3677603_4,disqualified,,,,,,,,,,,
3678386,3678386_4,qualified,no,,,,,,,,,,
3679261,3679261_4,qualified,yes,201304.0,still together,,,4.0,very attractive,very attractive,,,
3680565,3680565_4,disqualified,,,,,,,,,,,
3681446,3681446_4,qualified,no,,,,,,,,,,
3682731,3682731_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3683281,3683281_4,qualified,yes,201304.0,still together,,,4.0,very attractive,very attractive,,,
3684471,3684471_4,qualified,no,,,,,,,,,,
3686291,3686291_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
3687543,3687543_4,disqualified,,,,,,,,,,,
3688703,3688703_4,qualified,no,,,,,,,,,,
3689341,3689341_4,qualified,no,,,,,,,,,,
3690466,3690466_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3693711,3693711_4,qualified,no,,,,,,,,,,
3694295,3694295_4,disqualified,,,,,,,,,,,
3695346,3695346_4,qualified,yes,201305.0,broke up,,,,moderately attractive,,2012.0,,
3696553,3696553_4,disqualified,,,,,,,,,,,
3697613,3697613_4,disqualified,,,,,,,,,,,
3698265,3698265_4,disqualified,,,,,,,,,,,
3699355,3699355_4,disqualified,,,,,,,,,,,
3700581,3700581_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
3701251,3701251_4,qualified,no,,,,,,,,,,
3702371,3702371_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,
3703801,3703801_4,qualified,no,,,,,,,,,,
3704525,3704525_4,disqualified,,,,,,,,,,,
3705411,3705411_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3706401,3706401_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
3707656,3707656_4,qualified,yes,201303.0,still together,,,5.0,not at all attractive,not at all attractive,,,no
3708673,3708673_4,disqualified,,,,,,,,,,,
3709842,3709842_4,disqualified,,,,,,,,,,,
3710375,3710375_4,disqualified,,,,,,,,,,,
3711551,3711551_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,slightly attractive,,,
3713335,3713335_4,qualified,no,,,,,,,,,,
3715435,3715435_4,disqualified,,,,,,,,,,,
3716301,3716301_4,qualified,no,,,,,,,,,,
3717601,3717601_4,qualified,no,,,,,,,,,,
3718681,3718681_4,qualified,no,,,,,,,,,,
3719281,3719281_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3720492,3720492_4,qualified,yes,201303.0,still together,2012.0,February,5.0,moderately attractive,very attractive,,,yes
3723591,3723591_4,qualified,no,,,,,,,,,,
3724331,3724331_4,qualified,no,,,,,,,,,,
3725655,3725655_4,disqualified,,,,,,,,,,,
3726592,3726592_4,disqualified,,,,,,,,,,,
3727751,3727751_4,qualified,no,,,,,,,,,,
3728652,3728652_4,disqualified,,,,,,,,,,,
3729543,3729543_4,disqualified,,,,,,,,,,,
3731315,3731315_4,qualified,no,,,,,,,,,,
3732301,3732301_4,qualified,no,,,,,,,,,,
3733373,3733373_4,disqualified,,,,,,,,,,,
3734661,3734661_4,qualified,no,,,,,,,,,,
3735326,3735326_4,qualified,yes,201303.0,still together,,,2.0,slightly attractive,slightly attractive,,,no
3736501,3736501_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3737521,3737521_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3738385,3738385_4,disqualified,,,,,,,,,,,
3741436,3741436_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
3742576,3742576_4,qualified,no,,,,,,,,,,
3743291,3743291_4,qualified,no,,,,,,,,,,
3744371,3744371_4,qualified,no,,,,,,,,,,
3745286,3745286_4,qualified,no,,,,,,,,,,
3746371,3746371_4,qualified,no,,,,,,,,,,
3747351,3747351_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
3748573,3748573_4,disqualified,,,,,,,,,,,
3749361,3749361_4,qualified,no,,,,,,,,,,
3750205,3750205_4,disqualified,,,,,,,,,,,
3752802,3752802_4,disqualified,,,,,,,,,,,
3754601,3754601_4,qualified,no,,,,,,,,,,
3755675,3755675_4,disqualified,,,,,,,,,,,
3756501,3756501_4,qualified,no,,,,,,,,,,
3757616,3757616_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3758553,3758553_4,disqualified,,,,,,,,,,,
3760235,3760235_4,qualified,no,,,,,,,,,,
3761321,3761321_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3763501,3763501_4,disqualified,,,,,,,,,,,
3764505,3764505_4,disqualified,,,,,,,,,,,
3765215,3765215_4,qualified,no,,,,,,,,,,
3766424,3766424_4,qualified,no,,,,,,,,,,
3767711,3767711_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3768361,3768361_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3769215,3769215_4,qualified,no,,,,,,,,,,
3770411,3770411_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
3771485,3771485_4,disqualified,,,,,,,,,,,
3772281,3772281_4,qualified,yes,201305.0,broke up,,,,moderately attractive,,2012.0,February,
3773233,3773233_4,qualified,no,,,,,,,,,,
3774591,3774591_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,
3776762,3776762_4,disqualified,,,,,,,,,,,
3777631,3777631_4,qualified,no,,,,,,,,,,
3778515,3778515_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,no
3779621,3779621_4,qualified,no,,,,,,,,,,
3780533,3780533_4,disqualified,,,,,,,,,,,
3782331,3782331_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3783732,3783732_4,disqualified,,,,,,,,,,,
3784205,3784205_4,qualified,no,,,,,,,,,,
3785552,3785552_4,disqualified,,,,,,,,,,,
3786605,3786605_4,disqualified,,,,,,,,,,,
3787205,3787205_4,qualified,yes,201304.0,still together,2012.0,May,5.0,moderately attractive,moderately attractive,,,yes
3788441,3788441_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2011.0,June,
3789451,3789451_4,qualified,no,,,,,,,,,,
3790321,3790321_4,qualified,no,,,,,,,,,,
3791533,3791533_4,disqualified,,,,,,,,,,,
3792576,3792576_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3793561,3793561_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
3794566,3794566_4,qualified,yes,201305.0,still together,,,4.0,slightly attractive,slightly attractive,,,
3795831,3795831_4,qualified,no,,,,,,,,,,
3796852,3796852_4,disqualified,,,,,,,,,,,
3798621,3798621_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3800361,3800361_4,disqualified,,,,,,,,,,,
3801893,3801893_4,disqualified,,,,,,,,,,,
3802391,3802391_4,qualified,no,,,,,,,,,,
3803305,3803305_4,disqualified,,,,,,,,,,,
3805265,3805265_4,qualified,yes,201304.0,still together,2012.0,September,4.0,moderately attractive,moderately attractive,,,yes
3806531,3806531_4,qualified,yes,201311.0,still together,,,3.0,very attractive,moderately attractive,,,
3807365,3807365_4,disqualified,,,,,,,,,,,
3808501,3808501_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
3809225,3809225_4,qualified,no,,,,,,,,,,
3810446,3810446_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3812623,3812623_4,disqualified,,,,,,,,,,,
3814533,3814533_4,disqualified,,,,,,,,,,,
3815433,3815433_4,disqualified,,,,,,,,,,,
3816605,3816605_4,disqualified,,,,,,,,,,,
3818605,3818605_4,disqualified,,,,,,,,,,,
3819381,3819381_4,qualified,no,,,,,,,,,,
3820451,3820451_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
3823391,3823391_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3824526,3824526_4,qualified,no,,,,,,,,,,
3825551,3825551_4,qualified,no,,,,,,,,,,
3826525,3826525_4,qualified,no,,,,,,,,,,
3827291,3827291_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,very attractive,,,
3828261,3828261_4,qualified,no,,,,,,,,,,
3829381,3829381_4,qualified,no,,,,,,,,,,
3830753,3830753_4,qualified,no,,,,,,,,,,
3831396,3831396_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,no
3832225,3832225_4,disqualified,,,,,,,,,,,
3833445,3833445_4,disqualified,,,,,,,,,,,
3834301,3834301_4,qualified,no,,,,,,,,,,
3835234,3835234_4,disqualified,,,,,,,,,,,
3836635,3836635_4,disqualified,,,,,,,,,,,
3837235,3837235_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3839381,3839381_4,qualified,no,,,,,,,,,,
3840275,3840275_4,disqualified,,,,,,,,,,,
3841445,3841445_4,disqualified,,,,,,,,,,,
3842574,3842574_4,qualified,no,,,,,,,,,,
3843271,3843271_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3844421,3844421_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3845284,3845284_4,qualified,no,,,,,,,,,,
3846423,3846423_4,disqualified,,,,,,,,,,,
3847441,3847441_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3848286,3848286_4,disqualified,,,,,,,,,,,
3849483,3849483_4,qualified,no,,,,,,,,,,
3850206,3850206_4,disqualified,,,,,,,,,,,
3851371,3851371_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3852533,3852533_4,disqualified,,,,,,,,,,,
3854246,3854246_4,qualified,no,,,,,,,,,,
3855341,3855341_4,qualified,no,,,,,,,,,,
3856361,3856361_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3858635,3858635_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
3859842,3859842_4,disqualified,,,,,,,,,,,
3860423,3860423_4,disqualified,,,,,,,,,,,
3862286,3862286_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
3863205,3863205_4,disqualified,,,,,,,,,,,
3864411,3864411_4,qualified,no,,,,,,,,,,
3865431,3865431_4,qualified,no,,,,,,,,,,
3866491,3866491_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3867545,3867545_4,disqualified,,,,,,,,,,,
3868471,3868471_4,qualified,no,,,,,,,,,,
3869391,3869391_4,qualified,no,,,,,,,,,,
3870246,3870246_4,disqualified,,,,,,,,,,,
3871551,3871551_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3872275,3872275_4,disqualified,,,,,,,,,,,
3873291,3873291_4,qualified,no,,,,,,,,,,
3874515,3874515_4,qualified,yes,201303.0,still together,,,2.0,moderately attractive,moderately attractive,,,no
3875581,3875581_4,qualified,no,,,,,,,,,,
3876593,3876593_4,disqualified,,,,,,,,,,,
3880631,3880631_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
3882461,3882461_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3883693,3883693_4,disqualified,,,,,,,,,,,
3884371,3884371_4,qualified,no,,,,,,,,,,
3885693,3885693_4,disqualified,,,,,,,,,,,
3886611,3886611_4,disqualified,,,,,,,,,,,
3887361,3887361_4,qualified,no,,,,,,,,,,
3888595,3888595_4,qualified,no,,,,,,,,,,
3889425,3889425_4,disqualified,,,,,,,,,,,
3891381,3891381_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3892443,3892443_4,qualified,no,,,,,,,,,,
3893583,3893583_4,disqualified,,,,,,,,,,,
3894295,3894295_4,qualified,yes,201303.0,broke up,,,,slightly attractive,,2011.0,,
3895365,3895365_4,disqualified,,,,,,,,,,,
3896594,3896594_4,disqualified,,,,,,,,,,,
3897456,3897456_4,qualified,no,,,,,,,,,,
3898286,3898286_4,qualified,no,,,,,,,,,,
3900623,3900623_4,disqualified,,,,,,,,,,,
3901781,3901781_4,qualified,no,,,,,,,,,,
3902395,3902395_4,qualified,no,,,,,,,,,,
3903571,3903571_4,qualified,no,,,,,,,,,,
3904375,3904375_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,no
3906365,3906365_4,disqualified,,,,,,,,,,,
3908205,3908205_4,disqualified,,,,,,,,,,,
3909431,3909431_4,qualified,no,,,,,,,,,,
3910661,3910661_4,qualified,no,,,,,,,,,,
3912563,3912563_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,no
3913541,3913541_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
3914561,3914561_4,qualified,no,,,,,,,,,,
3915415,3915415_4,disqualified,,,,,,,,,,,
3916511,3916511_4,qualified,no,,,,,,,,,,
3917481,3917481_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
3918383,3918383_4,qualified,no,,,,,,,,,,
3919306,3919306_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3920521,3920521_4,qualified,yes,201305.0,still together,,,4.0,slightly attractive,slightly attractive,,,
3921501,3921501_4,qualified,no,,,,,,,,,,
3922235,3922235_4,disqualified,,,,,,,,,,,
3923555,3923555_4,qualified,no,,,,,,,,,,
3924481,3924481_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
3925435,3925435_4,disqualified,,,,,,,,,,,
3926361,3926361_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,slightly attractive,,,no
3927521,3927521_4,qualified,no,,,,,,,,,,
3928361,3928361_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3929554,3929554_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,
3930426,3930426_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3931495,3931495_4,disqualified,,,,,,,,,,,
3932306,3932306_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,very attractive,,,
3933552,3933552_4,qualified,no,,,,,,,,,,
3934743,3934743_4,disqualified,,,,,,,,,,,
3935335,3935335_4,disqualified,,,,,,,,,,,
3936511,3936511_4,qualified,no,,,,,,,,,,
3937436,3937436_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3938461,3938461_4,disqualified,,,,,,,,,,,
3940435,3940435_4,disqualified,,,,,,,,,,,
3941351,3941351_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
3943285,3943285_4,disqualified,,,,,,,,,,,
3944653,3944653_4,disqualified,,,,,,,,,,,
3945453,3945453_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
3946295,3946295_4,disqualified,,,,,,,,,,,
3947225,3947225_4,disqualified,,,,,,,,,,,
3949583,3949583_4,qualified,no,,,,,,,,,,
