,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,race_gap,religious_gap,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
1599,2480586,partnered,not married,0,9.0,6 to 10,same-sex couple,0,0,2.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,21.0,26.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1600,2482586,partnered,not married,0,4.0,4 to 5,same-sex couple,0,0,1.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,16.0,21.0,0,fair,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1601,2483563,partnered,not married,0,2.0,0 to 3,same-sex couple,0,0,3.0,3 to 4,approve,0,0,0,0,0,1,0,1,0,0,0,0,2,met_social,18.0,23.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1602,2485465,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,2.5,6.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up
1603,2486245,partnered,not married,0,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,1.5,6.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1604,2487583,partnered,not married,0,3.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,1,0,2,met_public_space,8.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1605,2488453,partnered,not married,0,10.0,6 to 10,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1606,2489561,partnered,married,0,5.0,4 to 5,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,21.0,26.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1607,2490501,partnered,married,0,1.0,0 to 3,different sex couple,0,1,4.0,3 to 4,approve,0,0,0,1,1,0,0,0,0,1,0,0,3,met_at_church,27.0,32.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1608,2491261,partnered,married,1,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,10.0,15.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1609,2492401,partnered,married,2,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,1,1,0,0,3,met_at_work,14.0,19.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1610,2494291,partnered,married,2,4.0,4 to 5,different sex couple,0,0,3.0,3 to 4,approve,0,0,0,1,0,0,0,0,0,0,0,0,1,met_at_church,5.0,10.0,0,excellent,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1611,2496271,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,1,0,0,0,0,0,0,0,0,2,met_at_school,8.0,13.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1612,2497286,partnered,not married,0,7.0,6 to 10,different sex couple,1,1,3.0,3 to 4,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,4.0,5.0,0,fair,qualified,no,,qualified,yes,broke up,disqualified,,,disqualified,,,,,
1613,2499671,partnered,married,0,1.0,0 to 3,different sex couple,0,0,2.0,0 to 2,,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,54.0,59.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1614,2500281,partnered,married,0,2.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,0,0,0,1,0,0,0,0,0,0,0,0,1,met_at_church,4.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
1615,2501285,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,4.0,9.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1616,2502671,partnered,married,1,2.0,0 to 3,different sex couple,0,1,3.0,3 to 4,,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,49.0,54.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1617,2503411,partnered,married,1,1.0,0 to 3,different sex couple,0,0,2.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,21.0,26.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1618,2504476,partnered,not married,1,3.0,0 to 3,same-sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,13.0,18.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1619,2505436,partnered,not married,0,1.0,0 to 3,same-sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,1,0,0,0,0,0,0,2,met_at_school,21.0,26.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1620,2506506,partnered,not married,0,3.0,0 to 3,same-sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,1,0,0,0,0,0,0,1,met_social,17.0,22.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1621,2507563,partnered,not married,0,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,36.0,41.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1622,2508414,partnered,not married,3,6.0,6 to 10,different sex couple,0,0,2.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,0.15,0.15,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1623,2510361,partnered,married,1,6.0,6 to 10,different sex couple,1,0,4.0,3 to 4,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,16.0,21.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1624,2512476,partnered,not married,0,3.0,0 to 3,different sex couple,1,0,5.5,5 to 6,don't approve or don't know,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,4.0,9.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1625,2514683,partnered,not married,0,14.0,11 to 20,different sex couple,0,0,4.0,3 to 4,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,19.0,24.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1626,2515245,partnered,not married,0,4.0,4 to 5,same-sex couple,1,1,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,met_party,1.5,1.5,0,poor,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1627,2516782,partnered,married,0,8.0,6 to 10,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,57.0,62.0,0,excellent,qualified,no,,disqualified,,,disqualified,,,disqualified,,,,,
1628,2517611,partnered,married,0,2.0,0 to 3,different sex couple,0,0,1.0,0 to 2,,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,39.0,44.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1629,2518321,partnered,married,0,2.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,0,0,0,1,1,1,0,1,0,0,4,met_social,10.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1630,2519493,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,2.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,10.0,13.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,,,
1631,2520291,partnered,married,2,11.0,11 to 20,different sex couple,0,1,2.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,9.0,14.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1632,2524351,partnered,married,0,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,1,1,0,0,0,0,0,0,0,0,2,met_at_school,14.0,19.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1633,2526551,partnered,married,0,3.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,30.0,35.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1634,2527611,partnered,married,0,6.0,6 to 10,different sex couple,0,0,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,9.0,14.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1635,2528285,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,0.45,0.45,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1636,2529781,partnered,married,0,8.0,6 to 10,different sex couple,0,1,0.0,0 to 2,,0,1,0,0,0,0,1,0,0,1,0,0,3,met_at_work,42.0,47.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1637,2530373,partnered,not married,0,1.0,0 to 3,different sex couple,1,1,1.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,0.05,5.05,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1638,2532553,partnered,not married,0,6.0,6 to 10,different sex couple,0,0,3.0,3 to 4,,0,0,0,0,0,1,0,1,0,0,0,0,2,met_social,12.0,17.0,0,fair,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1639,2533411,partnered,married,2,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,23.0,28.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together
1640,2534481,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,30.0,35.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1641,2536634,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,1,0,0,1,0,0,0,1,0,0,3,met_at_school,20.0,24.0,0,poor,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,partner deceased,,,
1642,2538381,partnered,married,1,0.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,1,0,1,0,0,0,0,1,0,0,0,0,3,met_online,7.0,8.0,0,good,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
1643,2539331,partnered,married,1,8.0,6 to 10,different sex couple,1,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,9.0,14.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1644,2541912,partnered,married,0,2.0,0 to 3,different sex couple,0,1,4.5,5 to 6,,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,20.0,25.0,0,excellent,qualified,no,,disqualified,,,disqualified,,,disqualified,,,,,
1645,2542495,partnered,not married,1,6.0,6 to 10,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,1,1,0,0,0,2,met_f_and_f,19.0,21.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
1646,2543495,partnered,not married,0,3.0,0 to 3,different sex couple,0,1,4.0,3 to 4,don't approve or don't know,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,2.5,2.5,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1647,2544491,partnered,married,1,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,1,0,0,0,2,met_at_work,28.0,33.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1648,2547395,partnered,not married,0,2.0,0 to 3,different sex couple,1,1,3.0,3 to 4,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,2.5,2.5,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1649,2548661,partnered,married,0,1.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,0,0,0,0,1,0,0,0,0,1,0,0,2,met_travel,42.0,47.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1650,2549605,partnered,not married,0,2.0,0 to 3,different sex couple,0,1,7.0,>6,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,0.15,1.15,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
1651,2550291,partnered,married,1,3.0,0 to 3,different sex couple,0,0,4.0,3 to 4,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,10.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1652,2554441,partnered,married,0,7.0,6 to 10,different sex couple,0,0,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,1,0,0,0,3,met_party,21.0,26.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1653,2555255,partnered,not married,0,2.0,0 to 3,different sex couple,0,1,4.0,3 to 4,approve,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,4.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1654,2557351,partnered,married,0,0.0,0 to 3,same-sex couple,0,0,0.0,0 to 2,approve,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,13.0,18.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1655,2558261,partnered,married,1,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,7.0,12.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1656,2559361,partnered,married,0,3.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,1,0,0,0,0,0,2,met_at_work,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1657,2561493,partnered,not married,2,26.0,>=20,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,0.75,5.75,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1658,2562645,partnered,not married,0,8.0,6 to 10,different sex couple,0,0,1.0,0 to 2,,0,0,1,1,0,0,0,0,0,0,0,0,2,met_at_school,8.0,13.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1659,2564501,partnered,married,2,3.0,0 to 3,different sex couple,1,1,2.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,0,1,0,1,met_offline_dating,14.0,19.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1660,2565561,partnered,married,0,5.0,4 to 5,different sex couple,0,1,2.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,32.0,37.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1661,2566692,partnered,not married,0,4.0,4 to 5,different sex couple,0,1,0.0,0 to 2,,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,2.5,7.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1662,2567461,partnered,married,3,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,1,1,1,0,1,0,0,4,met_social,20.0,25.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1663,2568441,partnered,married,0,3.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,1,0,0,0,0,0,0,1,0,0,0,0,2,met_online,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1664,2569551,partnered,married,0,3.0,0 to 3,different sex couple,0,1,3.0,3 to 4,approve,0,0,1,0,0,0,1,0,0,0,0,0,2,met_at_school,35.0,40.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1665,2570381,partnered,married,2,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,1,0,0,0,0,0,0,2,met_at_school,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1666,2577576,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,7.0,12.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1667,2581443,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,2.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,0.75,1.75,0,good,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
1668,2582441,partnered,married,2,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,1,0,1,0,0,0,0,3,met_at_school,14.0,19.0,0,good,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
1669,2583291,partnered,married,0,2.0,0 to 3,different sex couple,0,0,4.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,5.0,10.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1670,2585571,partnered,married,0,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,34.0,39.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1671,2588496,partnered,not married,0,8.0,6 to 10,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,1,0,0,0,1,0,0,2,met_social,10.0,15.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1672,2589535,partnered,not married,0,17.0,11 to 20,same-sex couple,0,0,3.0,3 to 4,approve,0,0,0,0,0,0,0,0,1,0,0,0,1,met_as_neighbors,1.5,6.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1673,2591556,partnered,not married,0,5.0,4 to 5,same-sex couple,1,0,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,10.0,10.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
1674,2594431,partnered,married,0,7.0,6 to 10,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,1,0,0,1,0,0,0,0,2,met_travel,12.0,14.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
1675,2595533,partnered,married,0,2.0,0 to 3,same-sex couple,1,0,0.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,1,1,0,1,0,0,3,met_party,10.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1676,2596391,partnered,married,0,3.0,0 to 3,different sex couple,1,1,0.0,0 to 2,approve,0,0,1,0,0,0,1,1,0,0,0,0,3,met_at_school,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together
1677,2597631,partnered,married,0,9.0,6 to 10,different sex couple,0,1,1.0,0 to 2,,0,1,0,0,0,0,1,1,0,0,0,0,3,met_at_work,4.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1678,2598385,partnered,not married,0,5.0,4 to 5,different sex couple,0,0,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,1,1,1,0,0,0,0,3,met_social,0.15,0.15,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1679,2600415,partnered,not married,0,1.0,0 to 3,same-sex couple,0,1,4.0,3 to 4,approve,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,2.5,2.5,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1680,2602436,partnered,not married,0,4.0,4 to 5,same-sex couple,0,1,4.0,3 to 4,approve,0,1,0,0,0,0,1,1,0,1,0,0,4,met_at_work,14.0,16.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
1681,2603411,partnered,married,2,4.0,4 to 5,different sex couple,0,1,2.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,18.0,23.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1682,2605456,partnered,married,0,2.0,0 to 3,same-sex couple,0,1,3.0,3 to 4,approve,0,0,0,0,0,1,0,0,0,0,1,0,2,met_social,9.0,14.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1683,2606331,partnered,married,2,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,12.0,17.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1684,2607495,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,9.0,14.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1685,2608691,partnered,married,0,0.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,1,0,0,0,1,1,0,0,0,0,3,met_at_school,51.0,56.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1686,2609225,partnered,not married,1,7.0,6 to 10,different sex couple,0,0,2.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,2.5,7.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1687,2611571,partnered,married,0,10.0,6 to 10,different sex couple,1,1,0.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,28.0,33.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1688,2613456,partnered,married,0,10.0,6 to 10,different sex couple,1,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,,15.0,20.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1689,2614361,partnered,married,0,6.0,6 to 10,different sex couple,0,1,0.0,0 to 2,,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1690,2615546,partnered,not married,0,7.0,6 to 10,same-sex couple,1,1,7.0,>6,,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,5.0,10.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1691,2616381,partnered,married,0,2.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,0,1,0,1,0,0,0,3,met_at_school,14.0,19.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1692,2617245,partnered,not married,0,2.0,0 to 3,different sex couple,0,0,2.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,2.5,7.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
1693,2618441,partnered,married,0,16.0,11 to 20,different sex couple,0,1,4.0,3 to 4,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1694,2619511,partnered,married,0,3.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,0,1,0,1,1,0,0,0,0,0,0,0,3,met_at_work,26.0,31.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1695,2620791,partnered,married,0,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,62.0,67.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1696,2621593,partnered,not married,0,11.0,11 to 20,different sex couple,0,1,3.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,32.0,37.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1697,2622321,partnered,married,1,2.0,0 to 3,different sex couple,1,0,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,12.0,17.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1698,2624575,partnered,not married,0,15.0,11 to 20,same-sex couple,1,0,4.0,3 to 4,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,2.5,2.5,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1699,2625586,partnered,not married,0,10.0,6 to 10,same-sex couple,1,0,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,1,0,0,0,1,0,0,2,met_social,10.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
