caseid_new,caseid_wave,qualified?,w3_broke_up,w3_xmarry,w3_xdeceased,w3_xpartnered,w3_xss,w3_xlast,w3_xyear,w3_xqualified,w3_status,w3_complete,w3_HCMST_interview_fin_yrmo,w3_days_elapsed,w3_xtype,w3_q1,w3_q2,w3_q3,w3_q4,w3_mbtiming_year,w3_mbtiming_month,w3_q5,w3_q6,w3_q7,w3_q8,w3_q9,w3_q10,w3_nonmbtiming_year,w3_nonmbtiming_month
2792381,2792381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,779.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2793416,2793416_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,779.0,same sex couple,,,,,,,yes,yes,"yes, married [xNameP]",,,,,
2794335,2794335_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2795343,2795343_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,,,,,,,no,,,,We broke up,[xNameP] wanted to break up more,2010.0,May
2796782,2796782_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2797496,2797496_3,qualified,,,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
2798711,2798711_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2799525,2799525_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,794.0,same sex couple,,,,,,,yes,no,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2800266,2800266_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,,,,,,,yes,yes,"yes, married [xNameP]",,,,,
2802655,2802655_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2803531,2803531_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,782.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2806576,2806576_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201106.0,844.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2808495,2808495_3,qualified,partner deceased,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,794.0,same sex couple,,,,,,,no,,,,"[xNameP] passed away, is deceased",,,
2809516,2809516_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2810195,2810195_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2811741,2811741_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2812441,2812441_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,819.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2813321,2813321_3,qualified,broke up,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,777.0,heterosexual couple,no,,divorce,We both equally wanted the [divorce/separation].,2010.0,February,,,,,,,,
2814495,2814495_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,same sex couple,,,,,,,yes,no,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2817571,2817571_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201108.0,898.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2818471,2818471_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2819881,2819881_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,842.0,heterosexual couple,yes,Refused,,,,,,,,,,,,
2820571,2820571_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,785.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2822526,2822526_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,785.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2824553,2824553_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2825881,2825881_3,qualified,partner deceased,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201106.0,837.0,heterosexual couple,,,,,,,no,,,,"[xNameP] passed away, is deceased",,,
2826321,2826321_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2828511,2828511_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
2832291,2832291_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2833505,2833505_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2834301,2834301_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2836511,2836511_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,842.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2839411,2839411_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2840371,2840371_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2841235,2841235_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2842781,2842781_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2843431,2843431_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,788.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2844291,2844291_3,qualified,broke up,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,no,,divorce,I wanted the [divorce/separation] more.,2011.0,April,,,,,,,,
2845381,2845381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2846315,2846315_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,794.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
2847371,2847371_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,794.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2848761,2848761_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2850731,2850731_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2852225,2852225_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2853301,2853301_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,794.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2854401,2854401_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2855671,2855671_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2857341,2857341_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2859286,2859286_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,810.0,heterosexual couple,,,,,,,yes,yes,"yes, married [xNameP]",,,,,
2861215,2861215_3,qualified,,,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2863466,2863466_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2866471,2866471_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,801.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2868606,2868606_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,844.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2869721,2869721_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,842.0,heterosexual couple,yes,Refused,,,,,,,,,,,,
2871516,2871516_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2872503,2872503_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2874421,2874421_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2876526,2876526_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2877411,2877411_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
2878781,2878781_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
2880391,2880391_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2881561,2881561_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2883461,2883461_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2884681,2884681_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,787.0,heterosexual couple,yes,no,,,,,,,,,,,,
2885256,2885256_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,788.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2887261,2887261_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2890236,2890236_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,796.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2891361,2891361_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,783.0,heterosexual couple,,,,,,,no,,,,We broke up,We both equally wanted to break up,2010.0,December
2892291,2892291_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,789.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2893255,2893255_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2895566,2895566_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,849.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2897401,2897401_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2898641,2898641_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2901465,2901465_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2902291,2902291_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201107.0,857.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2903453,2903453_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2904546,2904546_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2905436,2905436_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2906325,2906325_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2907761,2907761_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,842.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2908413,2908413_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2910801,2910801_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,822.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2913266,2913266_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,776.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2915356,2915356_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,777.0,heterosexual couple,,,,,,,no,,,,Other (please describe),We both equally wanted to break up,2010.0,November
2917751,2917751_3,qualified,partner deceased,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,849.0,heterosexual couple,no,,"[xNameP] passed away, is deceased",,,,,,,,,,,
2918525,2918525_3,qualified,,,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2919505,2919505_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,same sex couple,yes,yes,,,,,,,,,,,,
2920513,2920513_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2923486,2923486_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,773.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2924471,2924471_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2925235,2925235_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
2926403,2926403_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2928503,2928503_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2929295,2929295_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2931391,2931391_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,788.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2932541,2932541_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2934316,2934316_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,817.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2935476,2935476_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2936265,2936265_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
2937511,2937511_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,842.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2939601,2939601_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2940495,2940495_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201106.0,841.0,heterosexual couple,,,,,,,no,,,,We broke up,I wanted to break up more,2011.0,January
2941421,2941421_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2942506,2942506_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2943451,2943451_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
2944772,2944772_3,disqualified,,,apparently deceased,Qualified for follow-up at wave3,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2945701,2945701_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
2947543,2947543_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,786.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
2948394,2948394_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2949755,2949755_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2950445,2950445_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2958495,2958495_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
2959235,2959235_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,801.0,heterosexual couple,,,,,,,no,,,,We broke up,I wanted to break up more,2010.0,May
2961446,2961446_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","Yes, we have gotten a domestic partnership or civil union agreement",,,,
2962421,2962421_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
2963351,2963351_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,784.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2964195,2964195_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2965291,2965291_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2967381,2967381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,786.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2968566,2968566_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,796.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","Yes, we have gotten a domestic partnership or civil union agreement",,,,
2969211,2969211_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
2970391,2970391_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2971315,2971315_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2972195,2972195_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2973265,2973265_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2974271,2974271_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2975453,2975453_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
2976481,2976481_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,795.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2977341,2977341_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,798.0,heterosexual couple,yes,yes,,,,,,,,,,,,
