caseid_new,caseid_wave,qualified?,w2_broke_up,w2_xmarry,w2_deceased,w2_panelstat,w2_donotcontact,w2_assigned,w2_f1complete,w2_HCMST_interview_fin_yrmo,w2_xss,w2_q1,w2_q5,w2_q2,w2_q3,w2_q4,w2_q6,w2_q7,w2_q8,w2_q9,w2_q10
1845451,1845451_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1846441,1846441_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1848513,1848513_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1850456,1850456_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1852461,1852461_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1853843,1853843_2,qualified,broke up,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,no,,,divorce,[partner] wanted the [divorce/separation] more,,,,,
1854541,1854541_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1855236,1855236_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1857346,1857346_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",yes,,yes,,,,,,,
1859701,1859701_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1860271,1860271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
1861603,1861603_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1862281,1862281_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1863321,1863321_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1864311,1864311_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1865296,1865296_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1866571,1866571_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1867521,1867521_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1868455,1868455_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
1869273,1869273_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1870406,1870406_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1871556,1871556_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1875531,1875531_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1879215,1879215_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
1882315,1882315_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
1883321,1883321_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1885371,1885371_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1886461,1886461_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1888561,1888561_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1890241,1890241_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1891561,1891561_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1892215,1892215_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1894396,1894396_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
1897225,1897225_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
1898671,1898671_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,no,,,,,,,
1900391,1900391_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1901531,1901531_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1902385,1902385_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1904661,1904661_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1905431,1905431_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
1906461,1906461_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1907225,1907225_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1908381,1908381_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1910205,1910205_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1912446,1912446_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"yes, married [partner]",,,
1914291,1914291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1915281,1915281_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1918441,1918441_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1919431,1919431_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1922632,1922632_2,qualified,partner passed away,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,"[partner] passed away, is deceased",
1924581,1924581_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1925511,1925511_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
1926366,1926366_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1928351,1928351_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1929641,1929641_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1930531,1930531_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1932416,1932416_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1933576,1933576_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
1935281,1935281_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1936281,1936281_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1942291,1942291_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1944641,1944641_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1947301,1947301_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1950461,1950461_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1952535,1952535_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,i wanted to break up more
1953441,1953441_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1954621,1954621_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
1958331,1958331_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
1959311,1959311_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1960361,1960361_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1963361,1963361_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1964531,1964531_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1965401,1965401_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1966581,1966581_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1967711,1967711_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1969416,1969416_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
1970216,1970216_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
1972476,1972476_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",yes,,yes,,,,,,,
1974466,1974466_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1975205,1975205_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
1977621,1977621_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1978511,1978511_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1982391,1982391_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1984436,1984436_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1985391,1985391_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1986571,1986571_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1989521,1989521_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1990566,1990566_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
1992601,1992601_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1993565,1993565_2,qualified,still together,partnered,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,,yes,,,,no,"no, did not marry [partner]",,,
1995622,1995622_2,qualified,,,apparently deceased,active kn panelist,all other cases,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
1998801,1998801_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
1999591,1999591_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2000641,2000641_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",yes,,yes,,,,,,,
2002381,2002381_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
2003516,2003516_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
2009245,2009245_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2013526,2013526_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,"yes, qualified to ask about new domestic parterships",yes,,yes,,,,,,,
2015255,2015255_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
2016761,2016761_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2017286,2017286_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
2018495,2018495_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,other (please describe),i wanted to break up more
2020261,2020261_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2023291,2023291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2025423,2025423_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
2026446,2026446_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
2027521,2027521_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2028576,2028576_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2029496,2029496_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
2030381,2030381_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2031541,2031541_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2032535,2032535_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
2033463,2033463_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2034526,2034526_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",yes,,yes,,,,,,,
2036461,2036461_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2037441,2037441_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2038275,2038275_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2039531,2039531_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
2040821,2040821_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2041791,2041791_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2045781,2045781_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
2047493,2047493_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,i wanted to break up more
2049245,2049245_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
2052541,2052541_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201004.0,no,yes,,yes,,,,,,,
2053443,2053443_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,no,,,,,,,we broke up,[partner] wanted to break up more
2055481,2055481_2,qualified,still together,married,not deceased,withdrawn kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
2059581,2059581_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2062511,2062511_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2063205,2063205_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
2064651,2064651_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
2065431,2065431_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2066551,2066551_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2067411,2067411_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2068206,2068206_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2069261,2069261_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2070361,2070361_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2071506,2071506_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2072195,2072195_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
2073466,2073466_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
2075404,2075404_2,qualified,,,not deceased,withdrawn kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
2076271,2076271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
2077215,2077215_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
2078631,2078631_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
2079721,2079721_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2080896,2080896_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
2083271,2083271_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2084411,2084411_2,qualified,,,not deceased,active kn panelist,all other cases,assigned to survey,did not complete followup survey,,,,,,,,,,,,
2086556,2086556_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2088471,2088471_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2089361,2089361_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2091581,2091581_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2092496,2092496_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2093501,2093501_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2095281,2095281_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2096536,2096536_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2097411,2097411_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2098515,2098515_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
2099831,2099831_2,qualified,,,not deceased,withdrawn kn panelist,withdrawn case on noncontact list,not assigned to survey,did not complete followup survey,,,,,,,,,,,,
2100743,2100743_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,no,"no, did not marry [partner]",,,
2101416,2101416_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2103296,2103296_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
2105421,2105421_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2107491,2107491_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2108781,2108781_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201005.0,no,yes,,yes,,,,,,,
2109285,2109285_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,we both equally wanted to break up
2110451,2110451_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2111623,2111623_2,qualified,broke up,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,no,,,separation with no divorce,i wanted the [divorce/separation] more,,,,,
2112291,2112291_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2114411,2114411_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2117621,2117621_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2118245,2118245_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,i wanted to break up more
2119791,2119791_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2120526,2120526_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
2121436,2121436_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,"yes, qualified to ask about new domestic parterships",,yes,,,,yes,"no, did not marry [partner]","no, we have not gotten a domestic partnership or civil union agreement",,
2124215,2124215_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
2125215,2125215_2,qualified,broke up,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,no,,,,,,,we broke up,[partner] wanted to break up more
2127441,2127441_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2128441,2128441_2,qualified,still together,married,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,yes,,yes,,,,,,,
2130225,2130225_2,qualified,still together,partnered,not deceased,active kn panelist,all other cases,assigned to survey,completed followup survey,201003.0,no,,yes,,,,yes,"no, did not marry [partner]",,,
