,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
2039,3128383,partnered,not married,0.0,5.0,4 to 5,different sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,2.5,2.5,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2040,3129215,partnered,not married,0.0,0.0,0 to 3,different sex couple,1.0,0 to 2,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,0.75,0.75,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2041,3130391,partnered,married,2.0,3.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,18.0,19.0,0,fair,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2042,3131481,partnered,married,1.0,0.0,0 to 3,different sex couple,4.0,3 to 4,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,22.0,26.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2043,3132476,partnered,not married,0.0,0.0,0 to 3,same-sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_school,22.0,27.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2044,3133366,partnered,not married,2.0,0.0,0 to 3,different sex couple,1.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,0.45,3.45,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2045,3134461,partnered,married,0.0,0.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,26.0,27.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2046,3135555,partnered,married,0.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,met_at_work,36.0,36.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2047,3136526,partnered,not married,0.0,4.0,4 to 5,same-sex couple,6.0,5 to 6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,26.0,28.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2048,3137621,partnered,married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,46.0,50.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2049,3140275,partnered,not married,0.0,7.0,6 to 10,different sex couple,3.0,3 to 4,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,4.0,9.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2050,3141525,partnered,not married,0.0,1.0,0 to 3,same-sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,met_offline_dating,12.0,17.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2051,3142344,partnered,married,1.0,2.0,0 to 3,different sex couple,2.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,met_as_neighbors,10.0,10.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2052,3144606,partnered,married,0.0,5.0,4 to 5,same-sex couple,4.0,3 to 4,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,met_social,12.0,16.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2053,3145421,partnered,married,1.0,12.0,11 to 20,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,17.0,20.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
2054,3146671,partnered,married,0.0,0.0,0 to 3,different sex couple,3.0,3 to 4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,met_offline_dating,39.0,43.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2055,3148455,partnered,not married,0.0,8.0,6 to 10,same-sex couple,3.0,3 to 4,approve,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,1.5,2.5,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2056,3149823,partnered,not married,0.0,13.0,11 to 20,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_travel,1.5,6.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2057,3150431,partnered,married,1.0,3.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,25.0,29.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2058,3151641,partnered,married,0.0,1.0,0 to 3,different sex couple,3.0,3 to 4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,met_as_neighbors,46.0,51.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2059,3152471,partnered,married,0.0,0.0,0 to 3,different sex couple,6.5,>6,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,29.0,31.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2060,3155321,partnered,married,1.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,13.0,14.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2061,3156215,partnered,not married,0.0,0.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,1.5,1.5,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2062,3157321,partnered,married,2.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,met_at_work,11.0,14.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2063,3158551,partnered,married,2.0,0.0,0 to 3,different sex couple,3.0,3 to 4,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,34.0,36.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2064,3159331,partnered,married,1.0,0.0,0 to 3,different sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,15.0,16.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2065,3160406,partnered,not married,0.0,2.0,0 to 3,different sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,6.0,10.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2066,3161361,partnered,married,2.0,11.0,11 to 20,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,5.0,7.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2067,3162441,partnered,married,2.0,2.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_at_work,8.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
2068,3164325,partnered,not married,0.0,3.0,0 to 3,different sex couple,4.0,3 to 4,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,9.0,11.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
2069,3167563,partnered,not married,0.0,8.0,6 to 10,different sex couple,2.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,8.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2070,3168236,partnered,not married,1.0,1.0,0 to 3,same-sex couple,1.0,0 to 2,don't approve or don't know,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,4.0,4.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2071,3169695,partnered,not married,0.0,1.0,0 to 3,different sex couple,0.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,4.0,4.0,1,fair,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
2072,3170471,partnered,married,0.0,2.0,0 to 3,different sex couple,2.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_at_work,17.0,22.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2073,3172341,partnered,married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,9.0,13.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2074,3173761,partnered,married,0.0,11.0,11 to 20,different sex couple,0.0,0 to 2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,49.0,49.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
2075,3175641,partnered,married,0.0,1.0,0 to 3,different sex couple,3.0,3 to 4,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_at_church,47.0,51.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2076,3176561,partnered,married,1.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,40.0,45.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2077,3178671,partnered,married,0.0,11.0,11 to 20,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,met_at_church,32.0,34.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
2078,3179681,partnered,married,2.0,8.0,6 to 10,different sex couple,2.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,50.0,53.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2079,3180591,partnered,married,0.0,12.0,11 to 20,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,13.0,14.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2080,3181623,partnered,not married,0.0,3.0,0 to 3,different sex couple,4.0,3 to 4,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,met_at_school,26.0,27.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2081,3182513,partnered,not married,0.0,23.0,>=20,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,0.45,0.45,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2082,3184401,partnered,married,1.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,17.0,21.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together
2083,3186481,partnered,married,0.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,met_at_school,30.0,34.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2084,3187491,partnered,married,0.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,met_at_work,14.0,14.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2085,3188345,partnered,not married,0.0,3.0,0 to 3,same-sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,met_offline_dating,4.0,4.0,0,fair,qualified,no,,disqualified,,,disqualified,,,disqualified,,,,,
2086,3190285,partnered,not married,0.0,2.0,0 to 3,different sex couple,4.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,2.5,5.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2087,3194231,partnered,married,0.0,4.0,4 to 5,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,5.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2088,3198566,partnered,not married,0.0,11.0,11 to 20,same-sex couple,4.0,3 to 4,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,5.0,7.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
2089,3200215,partnered,not married,0.0,13.0,11 to 20,same-sex couple,3.0,3 to 4,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_online,0.45,0.45,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2090,3201581,partnered,married,0.0,5.0,4 to 5,different sex couple,0.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,26.0,29.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2091,3202821,partnered,married,0.0,4.0,4 to 5,different sex couple,3.0,3 to 4,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,met_at_school,61.0,65.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2092,3206366,partnered,not married,0.0,10.0,6 to 10,same-sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,4.0,4.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2093,3207281,partnered,married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,met_public_space,6.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,,,
2094,3208691,partnered,married,0.0,6.0,6 to 10,different sex couple,4.0,3 to 4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,48.0,48.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2095,3209205,partnered,not married,0.0,16.0,11 to 20,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,1.5,5.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2096,3210466,partnered,not married,0.0,6.0,6 to 10,same-sex couple,1.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,9.0,13.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2097,3211225,partnered,not married,0.0,3.0,0 to 3,different sex couple,5.0,5 to 6,approve,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,4.0,4.0,0,excellent,qualified,no,,qualified,yes,broke up,disqualified,,,disqualified,,,,,
2098,3212361,partnered,married,0.0,8.0,6 to 10,different sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,met_party,6.0,9.0,0,fair,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,,,
2099,3213692,partnered,not married,0.0,1.0,0 to 3,different sex couple,2.0,0 to 2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,met_at_church,54.0,54.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2100,3215271,partnered,married,2.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,met_at_work,8.0,8.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2101,3217235,partnered,not married,0.0,1.0,0 to 3,different sex couple,3.0,3 to 4,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,met_as_neighbors,0.05,0.05,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2102,3223501,partnered,married,0.0,2.0,0 to 3,different sex couple,1.0,0 to 2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,33.0,35.0,0,good,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
2103,3224241,partnered,married,0.0,23.0,>=20,different sex couple,0.0,0 to 2,approve,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,6.0,6.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2104,3225411,partnered,married,2.0,9.0,6 to 10,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,23.0,28.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2105,3226271,partnered,married,0.0,0.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2106,3227752,partnered,not married,0.0,5.0,4 to 5,different sex couple,3.0,3 to 4,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,2.5,6.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2107,3229381,partnered,married,0.0,0.0,0 to 3,different sex couple,3.0,3 to 4,don't approve or don't know,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,22.0,23.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2108,3230225,partnered,not married,3.0,1.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,0.05,0.05,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2109,3231331,partnered,married,3.0,2.0,0 to 3,different sex couple,14.0,>6,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,15.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2110,3234391,partnered,married,2.0,4.0,4 to 5,different sex couple,2.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,22.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2111,3235281,partnered,married,1.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_school,8.0,9.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2112,3237261,partnered,married,1.0,2.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_church,5.0,8.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2113,3238445,partnered,not married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,4.0,7.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2114,3239721,partnered,married,0.0,3.0,0 to 3,different sex couple,8.0,>6,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_school,53.0,53.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2115,3241291,partnered,married,2.0,8.0,6 to 10,different sex couple,1.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_f_and_f,11.0,16.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2116,3242205,partnered,not married,0.0,8.0,6 to 10,different sex couple,1.0,0 to 2,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,met_online,2.5,2.5,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
2117,3244431,partnered,married,3.0,0.0,0 to 3,different sex couple,0.0,0 to 2,don't approve or don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,28.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2118,3245543,partnered,not married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,7.0,8.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
2119,3246381,partnered,married,3.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,met_party,16.0,19.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2120,3250561,partnered,married,0.0,3.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,33.0,36.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
2121,3251692,partnered,not married,0.0,0.0,0 to 3,different sex couple,1.0,0 to 2,don't approve or don't know,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_online,0.75,0.75,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2122,3253415,partnered,not married,0.0,9.0,6 to 10,different sex couple,0.0,0 to 2,don't approve or don't know,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,5.0,5.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
2123,3255515,partnered,not married,0.0,1.0,0 to 3,different sex couple,3.0,3 to 4,approve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_f_and_f,6.0,9.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2124,3259601,partnered,married,0.0,2.0,0 to 3,different sex couple,4.0,3 to 4,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,met_at_work,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
2125,3261401,partnered,married,1.0,1.0,0 to 3,different sex couple,0.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,met_at_work,22.0,25.0,0,good,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,,,
2126,3262471,partnered,married,0.0,2.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_work,16.0,20.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
2127,3263446,partnered,not married,1.0,3.0,0 to 3,different sex couple,1.0,0 to 2,approve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,met_at_school,27.0,27.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
