caseid_new,xw6_marry,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status
2036461,married,54,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
2040821,married,90,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2062511,married,59,55-64,45-59,10th grade,Less than high school,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2066551,married,63,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2067411,married,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,0,4,Not working - disabled,"was married, remained married"
2084411,married,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,No,6,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,6,Working - as a paid employee,"was married, remained married"
2086556,married,63,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2091581,married,67,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,"was married, remained married"
2092496,unmarried partners,57,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
2093501,married,58,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
2095281,married,36,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Separated,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,was married but no longer married
2103296,unmarried partners,37,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$60,000 to $74,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,unmarried still together
2105421,married,51,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2107491,married,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$85,000 to $99,999",Married,Metro,West,Mountain,Rented for cash,0,0,0,0,2,Working - self-employed,"was married, remained married"
2108781,married,86,75+,60+,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2110451,married,53,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2120526,unmarried partners,60,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,unmarried still together
2121436,unmarried partners,52,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,was unmarried but got married
2142591,married,68,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2143405,married,49,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,"was married, remained married"
2150511,married,60,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2155561,married,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,"was married, remained married"
2160635,unmarried partners,71,65-74,60+,Masters degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Male,Yes,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,unmarried still together
2170641,married,73,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2179636,married,72,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house attached to one or more houses,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2180411,married,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,6,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,1,2,3,Working - as a paid employee,"was married, remained married"
2184591,married,68,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - retired,"was married, remained married"
2187416,unmarried partners,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$250,000 or more",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,was unmarried but got married
2196501,married,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
2203446,unmarried partners,52,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,unmarried still together
2211311,married,39,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,"was married, remained married"
2218261,married,34,25-34,30-44,"Some college, no degree",Some college,"Black, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$250,000 or more",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2224215,unmarried partners,30,25-34,30-44,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,No,3,A building with 2 or more apartments,"$10,000 to $12,499",Living with partner,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,3,Not working - retired,unmarried still together
2228436,married,51,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2229421,married,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,1,3,Not working - on temporary layoff from a job,"was married, remained married"
2230711,married,80,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2235561,married,64,55-64,60+,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,1,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,was married but no longer married
2242616,unmarried partners,69,65-74,60+,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,unmarried still together
2247501,married,58,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - as a paid employee,"was married, remained married"
2272671,married,76,75+,60+,"Some college, no degree",Some college,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2282431,married,52,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,"was married, remained married"
2288511,married,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A mobile home,"$10,000 to $12,499",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
2297221,married,30,25-34,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,Yes,3,A building with 2 or more apartments,"$35,000 to $39,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,1,0,2,Working - as a paid employee,"was married, remained married"
2298381,married,47,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,2,0,3,Working - as a paid employee,"was married, remained married"
2300541,married,62,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2306401,married,49,45-54,45-59,"Some college, no degree",Some college,Hispanic,Male,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,1,4,Working - as a paid employee,"was married, remained married"
2309591,married,68,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2317486,married,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$7,500 to $9,999",Living with partner,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2321421,married,50,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2322215,unmarried partners,29,25-34,18-29,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$60,000 to $74,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,unmarried still together
2323671,married,75,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2333551,married,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,No,3,A one-family house detached from any other house,"$250,000 or more",Separated,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,was married but no longer married
2335586,unmarried partners,67,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$175,000 to $199,999",Living with partner,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
2344281,married,37,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house attached to one or more houses,"$250,000 or more",Separated,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,1,1,0,1,Working - as a paid employee,was married but no longer married
2347261,married,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house attached to one or more houses,"$125,000 to $149,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,"was married, remained married"
2355521,married,60,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2356606,unmarried partners,68,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,was unmarried but got married
2364441,married,53,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,"was married, remained married"
2365386,married,46,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2366361,married,43,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,"was married, remained married"
2367561,married,65,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2377541,married,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,"was married, remained married"
2381381,married,47,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
2388281,married,37,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,"was married, remained married"
2393341,married,43,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house attached to one or more houses,"$150,000 to $174,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2395381,married,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,"was married, remained married"
2398492,unmarried partners,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Widowed,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was unmarried, broke up"
2402351,married,43,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
2406541,married,62,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$35,000 to $39,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was married, remained married"
2427431,married,51,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$30,000 to $34,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Not working - retired,"was married, remained married"
2430446,unmarried partners,52,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,No,2,A one-family house attached to one or more houses,"$85,000 to $99,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - looking for work,unmarried still together
2453455,married,54,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
2460536,married,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2465606,unmarried partners,68,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,unmarried still together
2468481,married,56,55-64,45-59,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$7,500 to $9,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2472495,unmarried partners,57,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,2,A building with 2 or more apartments,"$40,000 to $49,999",Widowed,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,unmarried still together
2485465,unmarried partners,54,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was unmarried, broke up"
2487583,unmarried partners,66,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Divorced,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
2490501,married,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2499671,married,75,75+,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2504476,married,55,55-64,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
2505436,unmarried partners,51,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,1,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,unmarried still together
2506506,married,59,55-64,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
2518321,married,41,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,"was married, remained married"
2524351,married,43,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,"was married, remained married"
2527611,married,69,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2533411,married,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2534481,married,56,55-64,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2554441,married,52,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2557351,married,44,35-44,30-44,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,Yes,4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
2562645,married,72,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2564501,married,59,55-64,45-59,Associate degree,Some college,Hispanic,Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,"was married, remained married"
2565561,married,65,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A mobile home,"$25,000 to $29,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2569551,married,63,55-64,60+,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,3,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,"was married, remained married"
2588496,unmarried partners,58,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,unmarried still together
