pp2_afterp1,pp2_pphhhead,pp2_pphhsize,pp2_pphouse,pp2_ppincimp,pp2_ppmarit,pp2_ppmsacat,pp2_ppeduc,pp2_ppeducat,pp2_respondent_yrsed,pp2_ppethm,pp2_ppreg4,pp2_ppreg9,pp2_pprent,pp2_ppt01,pp2_ppt1317,pp2_ppt18ov,pp2_ppt25,pp2_ppt612,pp2_ppwork,pp2_ppnet,pp2_ppcmdate_yrmo,pp_igdr1,pp_ieduc1,pp2_igdr2,pp2_ieduc2
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$7,500 to $9,999",divorced,non-metro,"some college, no degree",some college,13.0,"white, non-hispanic",south,east-south central,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$12,500 to $14,999",married,non-metro,9th grade,less than high school,9.0,"white, non-hispanic",south,east-south central,rented for cash,0.0,0.0,2.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$40,000 to $49,999",married,metro,"some college, no degree",some college,13.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$12,500 to $14,999",married,metro,7th or 8th grade,less than high school,7.5,"2+ races, non-hispanic",midwest,east-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - on temporary layoff from a job,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house detached from any other house,"$100,000 to $124,999",living with partner,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",west,pacific,owned or being bought by you or someone in your household,0.0,1.0,2.0,0.0,0.0,working - self-employed,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,3.0,a one-family house detached from any other house,"$75,000 to $84,999",never married,metro,"some college, no degree",some college,13.0,"white, non-hispanic",northeast,new england,owned or being bought by you or someone in your household,0.0,0.0,3.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$100,000 to $124,999",living with partner,metro,masters degree,bachelor's degree or higher,17.0,"white, non-hispanic",midwest,east-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,5.0,a one-family house detached from any other house,"$100,000 to $124,999",never married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,1.0,3.0,0.0,1.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
No second background survey,,,,,,,,,,,,,,,,,,,,,,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$7,500 to $9,999",never married,metro,professional or doctorate degree,bachelor's degree or higher,20.0,"white, non-hispanic",west,pacific,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,working - self-employed,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,4.0,a one-family house detached from any other house,"$75,000 to $84,999",married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,east-north central,owned or being bought by you or someone in your household,1.0,0.0,2.0,1.0,0.0,not working - other,no,201002.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$40,000 to $49,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,hispanic,northeast,new england,rented for cash,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$50,000 to $59,999",widowed,metro,"some college, no degree",some college,13.0,hispanic,northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - disabled,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$7,500 to $9,999",divorced,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",west,pacific,rented for cash,0.0,0.0,1.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house detached from any other house,"$12,500 to $14,999",divorced,non-metro,associate degree,some college,14.0,"white, non-hispanic",south,south atlantic,rented for cash,0.0,0.0,2.0,0.0,1.0,not working - disabled,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,2.0,a one-family house detached from any other house,"$60,000 to $74,999",divorced,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",south,west-south central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,2.0,a one-family house detached from any other house,"less than $5,000",separated,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - other,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house detached from any other house,"$85,000 to $99,999",married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,3.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,7.0,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,1.0,1.0,3.0,0.0,2.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a mobile home,"$60,000 to $74,999",never married,non-metro,"some college, no degree",some college,13.0,"white, non-hispanic",south,west-south central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$60,000 to $74,999",divorced,metro,12th grade no diploma,less than high school,12.0,hispanic,west,pacific,owned or being bought by you or someone in your household,0.0,1.0,1.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,3.0,a one-family house detached from any other house,"$10,000 to $12,499",divorced,non-metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,3.0,0.0,0.0,not working - looking for work,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,10th grade,less than high school,10.0,"other, non-hispanic",midwest,east-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house attached to one or more houses,"$100,000 to $124,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,1.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$15,000 to $19,999",married,non-metro,11th grade,less than high school,11.0,"white, non-hispanic",south,east-south central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200907.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$60,000 to $74,999",never married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$100,000 to $124,999",living with partner,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$25,000 to $29,999",divorced,metro,"some college, no degree",some college,13.0,"white, non-hispanic",midwest,east-north central,rented for cash,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a building with 2 or more apartments,"$15,000 to $19,999",divorced,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,west-north central,rented for cash,0.0,0.0,1.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,2.0,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,no,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,4.0,a one-family house detached from any other house,"$10,000 to $12,499",never married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",northeast,new england,owned or being bought by you or someone in your household,0.0,0.0,4.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a building with 2 or more apartments,"$50,000 to $59,999",divorced,metro,associate degree,some college,14.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,not working - retired,no,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$175,000 or more",married,metro,professional or doctorate degree,bachelor's degree or higher,20.0,"white, non-hispanic",south,west-south central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$20,000 to $24,999",divorced,metro,bachelors degree,bachelor's degree or higher,16.0,"black, non-hispanic",west,pacific,rented for cash,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a mobile home,"$40,000 to $49,999",married,non-metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",west,pacific,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,4.0,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,masters degree,bachelor's degree or higher,17.0,"white, non-hispanic",northeast,new england,owned or being bought by you or someone in your household,0.0,0.0,2.0,2.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,2.0,a one-family house detached from any other house,"$25,000 to $29,999",living with partner,non-metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",west,pacific,occupied without payment of cash rent,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house attached to one or more houses,"$100,000 to $124,999",married,metro,"some college, no degree",some college,13.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,1.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,4.0,a one-family house detached from any other house,"$175,000 or more",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",west,mountain,owned or being bought by you or someone in your household,0.0,0.0,4.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$85,000 to $99,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"2+ races, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$35,000 to $39,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",midwest,east-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house attached to one or more houses,"$125,000 to $149,999",widowed,metro,"some college, no degree",some college,13.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,7.0,a one-family house detached from any other house,"$25,000 to $29,999",married,metro,"some college, no degree",some college,13.0,"white, non-hispanic",midwest,west-north central,rented for cash,0.0,0.0,2.0,4.0,1.0,not working - other,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$60,000 to $74,999",living with partner,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,west-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a building with 2 or more apartments,"$75,000 to $84,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,hispanic,northeast,new england,rented for cash,1.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$75,000 to $84,999",married,metro,associate degree,some college,14.0,"white, non-hispanic",south,west-south central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",west,mountain,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - looking for work,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a building with 2 or more apartments,"$85,000 to $99,999",separated,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,east-north central,occupied without payment of cash rent,0.0,0.0,1.0,0.0,2.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house detached from any other house,"$100,000 to $124,999",married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,west-north central,owned or being bought by you or someone in your household,0.0,0.0,3.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$35,000 to $39,999",divorced,metro,"some college, no degree",some college,13.0,"white, non-hispanic",west,pacific,rented for cash,0.0,0.0,1.0,0.0,0.0,not working - looking for work,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$40,000 to $49,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house attached to one or more houses,"$85,000 to $99,999",living with partner,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$50,000 to $59,999",never married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,west-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,2.0,a one-family house detached from any other house,"$12,500 to $14,999",living with partner,metro,9th grade,less than high school,9.0,"white, non-hispanic",south,south atlantic,rented for cash,0.0,0.0,2.0,0.0,0.0,not working - looking for work,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a mobile home,"$30,000 to $34,999",married,metro,5th or 6th grade,less than high school,5.5,hispanic,west,pacific,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house attached to one or more houses,"$100,000 to $124,999",divorced,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,3.0,a one-family house detached from any other house,"$175,000 or more",never married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,east-north central,owned or being bought by you or someone in your household,0.0,0.0,3.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house detached from any other house,"$60,000 to $74,999",married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,1.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,4.0,a one-family house detached from any other house,"$75,000 to $84,999",separated,metro,"some college, no degree",some college,13.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,1.0,3.0,0.0,0.0,working - self-employed,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$20,000 to $24,999",never married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",midwest,east-north central,rented for cash,0.0,0.0,1.0,0.0,0.0,working - as a paid employee,no,200908.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$10,000 to $12,499",never married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",west,mountain,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,working - self-employed,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,3.0,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,1.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,5.0,a one-family house detached from any other house,"$150,000 to $174,999",married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,west-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,1.0,2.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$35,000 to $39,999",divorced,metro,masters degree,bachelor's degree or higher,17.0,"white, non-hispanic",west,pacific,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$20,000 to $24,999",married,metro,"some college, no degree",some college,13.0,"white, non-hispanic",south,west-south central,rented for cash,0.0,0.0,2.0,0.0,0.0,not working - disabled,no,200907.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,"some college, no degree",some college,13.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$40,000 to $49,999",married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$35,000 to $39,999",married,metro,12th grade no diploma,less than high school,12.0,"white, non-hispanic",northeast,new england,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$35,000 to $39,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",south,south atlantic,rented for cash,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,no,2.0,a one-family house detached from any other house,"$85,000 to $99,999",married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",south,east-south central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - other,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$50,000 to $59,999",married,metro,"some college, no degree",some college,13.0,"black, non-hispanic",south,south atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - disabled,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$60,000 to $74,999",married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,east-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
No second background survey,,,,,,,,,,,,,,,,,,,,,,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a building with 2 or more apartments,"$60,000 to $74,999",divorced,metro,"some college, no degree",some college,13.0,"white, non-hispanic",south,south atlantic,rented for cash,0.0,0.0,1.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house detached from any other house,"$15,000 to $19,999",widowed,non-metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",west,pacific,owned or being bought by you or someone in your household,0.0,0.0,1.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
No second background survey,,,,,,,,,,,,,,,,,,,,,,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house attached to one or more houses,"$125,000 to $149,999",living with partner,metro,bachelors degree,bachelor's degree or higher,16.0,hispanic,west,mountain,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a one-family house attached to one or more houses,"$7,500 to $9,999",never married,metro,"some college, no degree",some college,13.0,"white, non-hispanic",west,pacific,rented for cash,0.0,0.0,1.0,0.0,0.0,not working - disabled,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$85,000 to $99,999",married,non-metro,associate degree,some college,14.0,"white, non-hispanic",northeast,new england,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200903.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$30,000 to $34,999",married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,west-north central,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,no,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a building with 2 or more apartments,"$35,000 to $39,999",married,non-metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",west,pacific,rented for cash,0.0,0.0,2.0,0.0,0.0,not working - looking for work,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,5.0,a one-family house detached from any other house,"$35,000 to $39,999",married,metro,12th grade no diploma,less than high school,12.0,"white, non-hispanic",midwest,west-north central,owned or being bought by you or someone in your household,0.0,1.0,2.0,2.0,0.0,not working - other,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",west,pacific,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,not working - retired,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,4.0,a one-family house detached from any other house,"$150,000 to $174,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",midwest,west-north central,owned or being bought by you or someone in your household,0.0,0.0,4.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$10,000 to $12,499",divorced,non-metro,"some college, no degree",some college,13.0,"white, non-hispanic",midwest,east-north central,rented for cash,0.0,0.0,1.0,0.0,1.0,working - as a paid employee,yes,201001.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,1.0,a building with 2 or more apartments,"$35,000 to $39,999",living with partner,metro,bachelors degree,bachelor's degree or higher,16.0,"white, non-hispanic",midwest,west-north central,rented for cash,0.0,0.0,1.0,0.0,0.0,working - as a paid employee,yes,200905.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,high school graduate - high school diploma or the equivalent (ged),high school,12.0,"white, non-hispanic",northeast,mid-atlantic,owned or being bought by you or someone in your household,0.0,0.0,2.0,0.0,0.0,working - as a paid employee,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
Yes second background survey,yes,2.0,a one-family house attached to one or more houses,"$25,000 to $29,999",living with partner,metro,professional or doctorate degree,bachelor's degree or higher,20.0,"white, non-hispanic",west,pacific,rented for cash,0.0,0.0,2.0,0.0,0.0,working - self-employed,yes,200904.0,value not imputed,value not imputed,value not imputed,value not imputed
